Time,Chatroom(Desired),Chatroom(Opened),Message Input,Unique Code(Searched),Chatroom(Found),Status,Reason(FAIL)
2025-07-16 00:52:44,test 4,test 4,"MI2 NND(C) #02 INTEGRATION LOT_ID: 60ba0c359a has NG Rate of 14.28% at 2025-07-16 00:52:36. Total defect count is 163. Surface defect count: 88, Dimension defect count: 75. Please Check!!",17f0241b,test 4,SUCCESS,
2025-07-16 00:52:54,test 7,test 7,"MI2 NND(A) #06 FOIL LOT_ID: d7ca5ad35e has NG Rate of 0.48% at 2025-07-16 00:52:46. Total defect count is 78. Surface defect count: 60, Dimension defect count: 18. Please Check!!",2ecdcb37,test 7,SUCCESS,
2025-07-16 00:53:04,test 5,test 5,"MI2 NND(A) #06 NGMARKING LOT_ID: e9fe7c938d has NG Rate of 2.16% at 2025-07-16 00:52:56. Total defect count is 111. Surface defect count: 64, Dimension defect count: 47. Please Check!!",6c93fa3b,test 5,SUCCESS,
2025-07-16 00:53:14,test 5,test 5,"MI2 NND(C) #03 NGMARKING LOT_ID: 52be0ac740 has NG Rate of 19.80% at 2025-07-16 00:53:06. Total defect count is 108. Surface defect count: 84, Dimension defect count: 24. Please Check!!",63ee9b60,test 5,SUCCESS,
2025-07-16 00:53:24,test 8,test 8,"MI2 NND(C) #03 INTEGRATION LOT_ID: 4b06c68413 has NG Rate of 7.38% at 2025-07-16 00:53:16. Total defect count is 66. Surface defect count: 36, Dimension defect count: 30. Please Check!!",628d751d,test 8,SUCCESS,
2025-07-16 00:53:33,test 5,test 5,"MI2 NND(C) #06 INTEGRATION LOT_ID: c6d715dd2b has NG Rate of 5.66% at 2025-07-16 00:53:26. Total defect count is 81. Surface defect count: 40, Dimension defect count: 41. Please Check!!",1a8e7c7c,test 5,SUCCESS,
2025-07-16 00:53:43,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #03 NGMARKING LOT_ID: 13cb312a8b has NG Rate of 8.08% at 2025-07-16 00:53:35. Total defect count is 131. Surface defect count: 63, Dimension defect count: 68. Please Check!!",d460e754,김지희 (Jihee Kim),SUCCESS,
2025-07-16 00:53:53,test 8,test 8,"MI2 NND(C) #05 INTEGRATION LOT_ID: f1dd8ebba2 has NG Rate of 13.25% at 2025-07-16 00:53:45. Total defect count is 136. Surface defect count: 87, Dimension defect count: 49. Please Check!!",203c1ef2,test 8,SUCCESS,
2025-07-16 00:54:03,test 9,test 9,"MI2 NND(A) #05 FOIL LOT_ID: 1d6ed1a741 has NG Rate of 15.50% at 2025-07-16 00:53:55. Total defect count is 99. Surface defect count: 49, Dimension defect count: 50. Please Check!!",95081d4e,test 9,SUCCESS,
2025-07-16 00:54:13,test 10,test 10,"MI2 NND(A) #03 INTEGRATION LOT_ID: 33ce4a9995 has NG Rate of 1.88% at 2025-07-16 00:54:05. Total defect count is 106. Surface defect count: 87, Dimension defect count: 19. Please Check!!",0832df0d,test 10,SUCCESS,
2025-07-16 00:54:23,test 5,test 5,"MI2 NND(C) #04 INTEGRATION LOT_ID: 7112ff5f34 has NG Rate of 1.58% at 2025-07-16 00:54:15. Total defect count is 115. Surface defect count: 87, Dimension defect count: 28. Please Check!!",cade7483,test 5,SUCCESS,
2025-07-16 00:54:33,NND alert test 2,NND alert test 2,"MI2 NND(C) #04 FOIL LOT_ID: 97dc45c764 has NG Rate of 9.54% at 2025-07-16 00:54:25. Total defect count is 110. Surface defect count: 80, Dimension defect count: 30. Please Check!!",3e05e763,NND alert test 2,SUCCESS,
2025-07-16 00:54:43,NND alert test 3,NND alert test 3,"MI2 NND(A) #05 FOIL LOT_ID: 6bad6f5e22 has NG Rate of 1.80% at 2025-07-16 00:54:35. Total defect count is 111. Surface defect count: 46, Dimension defect count: 65. Please Check!!",726c88df,NND alert test 3,SUCCESS,
2025-07-16 00:54:53,test 7,test 7,"MI2 NND(C) #05 FOIL LOT_ID: c89d0ed7c9 has NG Rate of 10.66% at 2025-07-16 00:54:45. Total defect count is 55. Surface defect count: 22, Dimension defect count: 33. Please Check!!",f10de3ee,test 7,SUCCESS,
2025-07-16 01:00:02,test 7,test 7,"MI2 NND(C) #01 INTEGRATION LOT_ID: 91d770fb45 has NG Rate of 10.84% at 2025-07-16 00:59:55. Total defect count is 97. Surface defect count: 18, Dimension defect count: 79. Please Check!!",4d165ca3,test 7,SUCCESS,
2025-07-16 01:00:12,NND alert test 2,NND alert test 2,"MI2 NND(A) #06 FOIL LOT_ID: 6dd5a36ff3 has NG Rate of 6.76% at 2025-07-16 01:00:05. Total defect count is 91. Surface defect count: 80, Dimension defect count: 11. Please Check!!",ba354650,NND alert test 2,SUCCESS,
2025-07-16 01:00:22,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #01 FOIL LOT_ID: 970dc27bea has NG Rate of 13.90% at 2025-07-16 01:00:14. Total defect count is 109. Surface defect count: 37, Dimension defect count: 72. Please Check!!",1051d1da,김지희 (Jihee Kim),SUCCESS,
2025-07-16 01:00:32,test 5,test 5,"MI2 NND(C) #05 NGMARKING LOT_ID: 1fbf89b56b has NG Rate of 9.83% at 2025-07-16 01:00:24. Total defect count is 167. Surface defect count: 99, Dimension defect count: 68. Please Check!!",66338cce,test 5,SUCCESS,
2025-07-16 01:05:42,test 4,test 4,"MI2 NND(A) #05 FOIL LOT_ID: 15d29e4dc9 has NG Rate of 14.43% at 2025-07-16 01:05:34. Total defect count is 52. Surface defect count: 22, Dimension defect count: 30. Please Check!!",76f1f4f4,test 4,SUCCESS,
2025-07-16 01:05:52,test 10,test 10,"MI2 NND(C) #02 FOIL LOT_ID: 5ef20a74e4 has NG Rate of 9.47% at 2025-07-16 01:05:44. Total defect count is 135. Surface defect count: 83, Dimension defect count: 52. Please Check!!",8a9e7b66,test 10,SUCCESS,
2025-07-16 01:06:02,test 6,test 6,"MI2 NND(A) #04 FOIL LOT_ID: c3d821dd09 has NG Rate of 16.23% at 2025-07-16 01:05:54. Total defect count is 87. Surface defect count: 41, Dimension defect count: 46. Please Check!!",192b03e5,test 6,SUCCESS,
2025-07-16 01:06:12,test 5,test 5,"MI2 NND(A) #01 NGMARKING LOT_ID: 556be2d8da has NG Rate of 9.55% at 2025-07-16 01:06:04. Total defect count is 102. Surface defect count: 92, Dimension defect count: 10. Please Check!!",ebd17621,test 5,SUCCESS,
2025-07-16 01:06:22,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #02 NGMARKING LOT_ID: 7749def167 has NG Rate of 12.71% at 2025-07-16 01:06:14. Total defect count is 72. Surface defect count: 41, Dimension defect count: 31. Please Check!!",a38fa46f,김지희 (Jihee Kim),SUCCESS,
2025-07-16 01:06:32,test 7,test 7,"MI2 NND(A) #04 NGMARKING LOT_ID: 6cb5240008 has NG Rate of 2.24% at 2025-07-16 01:06:24. Total defect count is 149. Surface defect count: 90, Dimension defect count: 59. Please Check!!",f1bcb81a,test 7,SUCCESS,
2025-07-16 01:06:41,NND alert test 1,NND alert test 1,"MI2 NND(C) #02 INTEGRATION LOT_ID: 6431e92828 has NG Rate of 17.20% at 2025-07-16 01:06:34. Total defect count is 80. Surface defect count: 0, Dimension defect count: 80. Please Check!!",fb5fe65a,NND alert test 1,SUCCESS,
2025-07-16 01:06:51,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #06 INTEGRATION LOT_ID: 92e228daf6 has NG Rate of 10.06% at 2025-07-16 01:06:43. Total defect count is 47. Surface defect count: 18, Dimension defect count: 29. Please Check!!",dc3d9032,김지희 (Jihee Kim),SUCCESS,
2025-07-16 01:07:01,NND alert test 1,NND alert test 1,"MI2 NND(C) #02 INTEGRATION LOT_ID: 35ea658a3e has NG Rate of 19.33% at 2025-07-16 01:06:53. Total defect count is 66. Surface defect count: 57, Dimension defect count: 9. Please Check!!",4cd3b383,NND alert test 1,SUCCESS,
2025-07-16 01:07:11,NND alert test 1,NND alert test 1,"MI2 NND(A) #05 NGMARKING LOT_ID: 55a21b0af0 has NG Rate of 0.90% at 2025-07-16 01:07:03. Total defect count is 100. Surface defect count: 32, Dimension defect count: 68. Please Check!!",ea7e509e,NND alert test 1,SUCCESS,
2025-07-16 01:07:21,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #02 NGMARKING LOT_ID: 797e4e4a2e has NG Rate of 19.60% at 2025-07-16 01:07:13. Total defect count is 80. Surface defect count: 56, Dimension defect count: 24. Please Check!!",3478f51e,김지희 (Jihee Kim),SUCCESS,
2025-07-16 01:12:31,test 4,test 4,"MI2 NND(A) #05 INTEGRATION LOT_ID: 252766e2b8 has NG Rate of 8.10% at 2025-07-16 01:12:23. Total defect count is 14. Surface defect count: 4, Dimension defect count: 10. Please Check!!",92a9a683,Integrated Search,FAIL,Message Sent to Wrong Chatroom
2025-07-16 01:12:40,test 4,test 4,"MI2 NND(A) #06 FOIL LOT_ID: 138a13ca9d has NG Rate of 14.80% at 2025-07-16 01:12:32. Total defect count is 156. Surface defect count: 100, Dimension defect count: 56. Please Check!!",cc895902,test 4,SUCCESS,
2025-07-16 01:12:50,test 9,test 9,"MI2 NND(C) #02 FOIL LOT_ID: 0b7701e2aa has NG Rate of 19.17% at 2025-07-16 01:12:42. Total defect count is 152. Surface defect count: 70, Dimension defect count: 82. Please Check!!",f6d02c46,test 9,SUCCESS,
2025-07-16 01:13:00,NND alert test 2,NND alert test 2,"MI2 NND(A) #01 NGMARKING LOT_ID: 4e62744579 has NG Rate of 19.94% at 2025-07-16 01:12:52. Total defect count is 74. Surface defect count: 53, Dimension defect count: 21. Please Check!!",cf2d37b0,NND alert test 2,SUCCESS,
2025-07-16 01:13:09,test 10,test 10,"MI2 NND(C) #01 NGMARKING LOT_ID: c3d136b211 has NG Rate of 14.29% at 2025-07-16 01:13:02. Total defect count is 100. Surface defect count: 10, Dimension defect count: 90. Please Check!!",60e20188,test 10,SUCCESS,
2025-07-16 01:13:19,test 6,test 6,"MI2 NND(A) #04 INTEGRATION LOT_ID: 7568c7bde4 has NG Rate of 2.88% at 2025-07-16 01:13:11. Total defect count is 157. Surface defect count: 86, Dimension defect count: 71. Please Check!!",9e3758d6,test 6,SUCCESS,
2025-07-16 01:13:29,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(C) #06 NGMARKING LOT_ID: 1f53ec9257 has NG Rate of 14.98% at 2025-07-16 01:13:21. Total defect count is 90. Surface defect count: 33, Dimension defect count: 57. Please Check!!",707c44b7,김지희 (Jihee Kim),SUCCESS,
2025-07-16 01:13:39,test 6,test 6,"MI2 NND(A) #06 FOIL LOT_ID: f8ab7d271a has NG Rate of 16.21% at 2025-07-16 01:13:31. Total defect count is 115. Surface defect count: 59, Dimension defect count: 56. Please Check!!",2f21b1c1,test 6,SUCCESS,
2025-07-16 01:13:49,NND alert test 3,NND alert test 3,"MI2 NND(A) #06 INTEGRATION LOT_ID: 11425ab8ca has NG Rate of 16.39% at 2025-07-16 01:13:41. Total defect count is 97. Surface defect count: 58, Dimension defect count: 39. Please Check!!",585e6283,NND alert test 3,SUCCESS,
2025-07-16 01:13:59,test 10,test 10,"MI2 NND(A) #06 NGMARKING LOT_ID: 6bf3394746 has NG Rate of 2.65% at 2025-07-16 01:13:51. Total defect count is 67. Surface defect count: 36, Dimension defect count: 31. Please Check!!",70db0cf9,test 10,SUCCESS,
2025-07-16 01:14:09,NND alert test 3,NND alert test 3,"MI2 NND(A) #01 INTEGRATION LOT_ID: 39c03074bb has NG Rate of 10.71% at 2025-07-16 01:14:01. Total defect count is 57. Surface defect count: 30, Dimension defect count: 27. Please Check!!",f36e0310,NND alert test 3,SUCCESS,
2025-07-16 01:14:19,NND alert test 3,NND alert test 3,"MI2 NND(A) #04 NGMARKING LOT_ID: 8bdb51db36 has NG Rate of 7.41% at 2025-07-16 01:14:11. Total defect count is 104. Surface defect count: 97, Dimension defect count: 7. Please Check!!",d3f07be0,NND alert test 3,SUCCESS,
2025-07-16 01:14:29,NND alert test 2,NND alert test 2,"MI2 NND(C) #04 NGMARKING LOT_ID: 14e8b3a27f has NG Rate of 13.31% at 2025-07-16 01:14:21. Total defect count is 105. Surface defect count: 68, Dimension defect count: 37. Please Check!!",203feb64,NND alert test 2,SUCCESS,
2025-07-16 01:14:38,test 7,test 7,"MI2 NND(A) #01 FOIL LOT_ID: 2de96c3db2 has NG Rate of 10.55% at 2025-07-16 01:14:31. Total defect count is 100. Surface defect count: 89, Dimension defect count: 11. Please Check!!",e3c8c817,test 7,SUCCESS,
2025-07-16 01:14:48,NND alert test 3,NND alert test 3,"MI2 NND(C) #03 NGMARKING LOT_ID: 9532c31d6a has NG Rate of 0.01% at 2025-07-16 01:14:40. Total defect count is 104. Surface defect count: 79, Dimension defect count: 25. Please Check!!",3d6734da,NND alert test 3,SUCCESS,
2025-07-16 01:14:58,NND alert test 3,NND alert test 3,"MI2 NND(C) #05 FOIL LOT_ID: 40c02c1b10 has NG Rate of 14.02% at 2025-07-16 01:14:50. Total defect count is 108. Surface defect count: 78, Dimension defect count: 30. Please Check!!",750767d2,NND alert test 3,SUCCESS,
2025-07-16 01:15:08,test 9,test 9,"MI2 NND(C) #06 NGMARKING LOT_ID: cb2ad8d47d has NG Rate of 4.67% at 2025-07-16 01:15:00. Total defect count is 71. Surface defect count: 6, Dimension defect count: 65. Please Check!!",f4cc1e1c,test 9,SUCCESS,
2025-07-16 01:15:18,NND alert test 3,NND alert test 3,"MI2 NND(A) #05 NGMARKING LOT_ID: 686b8874f6 has NG Rate of 0.56% at 2025-07-16 01:15:10. Total defect count is 99. Surface defect count: 97, Dimension defect count: 2. Please Check!!",54cea531,NND alert test 3,SUCCESS,
2025-07-16 01:15:28,test 10,test 10,"MI2 NND(C) #06 NGMARKING LOT_ID: 2e13849018 has NG Rate of 7.29% at 2025-07-16 01:15:20. Total defect count is 159. Surface defect count: 62, Dimension defect count: 97. Please Check!!",b1461c7f,test 10,SUCCESS,
2025-07-16 01:15:38,test 5,test 5,"MI2 NND(A) #01 INTEGRATION LOT_ID: 7e4cc47aff has NG Rate of 4.70% at 2025-07-16 01:15:30. Total defect count is 151. Surface defect count: 86, Dimension defect count: 65. Please Check!!",193f6803,test 5,SUCCESS,
2025-07-16 01:15:48,test 10,test 10,"MI2 NND(A) #03 NGMARKING LOT_ID: b3e889b246 has NG Rate of 5.06% at 2025-07-16 01:15:40. Total defect count is 78. Surface defect count: 17, Dimension defect count: 61. Please Check!!",3c135f6c,test 10,SUCCESS,
2025-07-16 01:15:58,NND alert test 3,NND alert test 3,"MI2 NND(A) #03 INTEGRATION LOT_ID: 303db1a935 has NG Rate of 19.49% at 2025-07-16 01:15:50. Total defect count is 50. Surface defect count: 14, Dimension defect count: 36. Please Check!!",f5e750c7,NND alert test 3,SUCCESS,
2025-07-16 01:16:07,test 8,test 8,"MI2 NND(A) #06 FOIL LOT_ID: 30b19f5030 has NG Rate of 13.82% at 2025-07-16 01:16:00. Total defect count is 143. Surface defect count: 92, Dimension defect count: 51. Please Check!!",4fbe2366,test 8,SUCCESS,
2025-07-16 01:21:17,NND alert test 3,NND alert test 3,"MI2 NND(A) #05 FOIL LOT_ID: 13f3bffe7e has NG Rate of 5.18% at 2025-07-16 01:21:09. Total defect count is 151. Surface defect count: 96, Dimension defect count: 55. Please Check!!",8b6b10af,NND alert test 3,SUCCESS,
2025-07-16 01:21:27,NND alert test 1,NND alert test 1,"MI2 NND(A) #01 NGMARKING LOT_ID: 8ac7468bc5 has NG Rate of 4.37% at 2025-07-16 01:21:19. Total defect count is 94. Surface defect count: 75, Dimension defect count: 19. Please Check!!",e8bd93bb,NND alert test 1,SUCCESS,
2025-07-16 01:21:37,test 4,test 4,"MI2 NND(C) #01 INTEGRATION LOT_ID: c983d9107a has NG Rate of 13.18% at 2025-07-16 01:21:29. Total defect count is 154. Surface defect count: 58, Dimension defect count: 96. Please Check!!",2b245a0b,test 4,SUCCESS,
2025-07-16 01:21:47,test 8,test 8,"MI2 NND(C) #06 INTEGRATION LOT_ID: 181c0afe74 has NG Rate of 8.06% at 2025-07-16 01:21:39. Total defect count is 122. Surface defect count: 55, Dimension defect count: 67. Please Check!!",9ffc332e,test 8,SUCCESS,
2025-07-16 01:21:57,test 4,test 4,"MI2 NND(A) #01 NGMARKING LOT_ID: 0b7fdd4a76 has NG Rate of 9.70% at 2025-07-16 01:21:49. Total defect count is 159. Surface defect count: 100, Dimension defect count: 59. Please Check!!",a9a0d6bc,test 4,SUCCESS,
2025-07-16 01:22:07,test 10,test 10,"MI2 NND(A) #04 NGMARKING LOT_ID: acdcba5d05 has NG Rate of 19.16% at 2025-07-16 01:21:59. Total defect count is 109. Surface defect count: 32, Dimension defect count: 77. Please Check!!",f54a3148,test 10,SUCCESS,
2025-07-16 01:22:17,NND alert test 1,NND alert test 1,"MI2 NND(C) #04 NGMARKING LOT_ID: 162b60dd5e has NG Rate of 15.90% at 2025-07-16 01:22:09. Total defect count is 127. Surface defect count: 38, Dimension defect count: 89. Please Check!!",dd29f238,NND alert test 1,SUCCESS,
2025-07-16 01:22:27,test 6,test 6,"MI2 NND(A) #01 FOIL LOT_ID: bd9504a64b has NG Rate of 17.39% at 2025-07-16 01:22:19. Total defect count is 90. Surface defect count: 11, Dimension defect count: 79. Please Check!!",0b90dae1,test 6,SUCCESS,
2025-07-16 01:22:36,test 8,test 8,"MI2 NND(C) #04 NGMARKING LOT_ID: 0817bb4097 has NG Rate of 4.67% at 2025-07-16 01:22:29. Total defect count is 82. Surface defect count: 75, Dimension defect count: 7. Please Check!!",33a85096,test 8,SUCCESS,
2025-07-16 01:22:46,test 9,test 9,"MI2 NND(C) #01 NGMARKING LOT_ID: 3f0e52b6b9 has NG Rate of 18.24% at 2025-07-16 01:22:38. Total defect count is 55. Surface defect count: 16, Dimension defect count: 39. Please Check!!",14ca9f1b,test 9,SUCCESS,
2025-07-16 01:22:56,test 5,test 5,"MI2 NND(C) #04 FOIL LOT_ID: 547bf0ff03 has NG Rate of 2.29% at 2025-07-16 01:22:48. Total defect count is 77. Surface defect count: 25, Dimension defect count: 52. Please Check!!",ac0bcfd4,test 5,SUCCESS,
2025-07-16 01:23:06,NND alert test 3,NND alert test 3,"MI2 NND(C) #04 INTEGRATION LOT_ID: c08521c06a has NG Rate of 4.20% at 2025-07-16 01:22:58. Total defect count is 118. Surface defect count: 64, Dimension defect count: 54. Please Check!!",89364047,NND alert test 3,SUCCESS,
2025-07-16 01:28:16,test 4,test 4,"MI2 NND(A) #03 FOIL LOT_ID: 335272c992 has NG Rate of 6.09% at 2025-07-16 01:28:08. Total defect count is 93. Surface defect count: 31, Dimension defect count: 62. Please Check!!",e74ef5db,Integrated Search,FAIL,Message Sent to Wrong Chatroom
2025-07-16 01:28:25,test 8,test 8,"MI2 NND(A) #01 NGMARKING LOT_ID: c3643949a7 has NG Rate of 4.57% at 2025-07-16 01:28:17. Total defect count is 129. Surface defect count: 60, Dimension defect count: 69. Please Check!!",3c76c792,test 8,SUCCESS,
2025-07-16 01:28:35,test 6,test 6,"MI2 NND(A) #03 INTEGRATION LOT_ID: ecf28b7740 has NG Rate of 11.27% at 2025-07-16 01:28:27. Total defect count is 56. Surface defect count: 48, Dimension defect count: 8. Please Check!!",c7c568c5,test 6,SUCCESS,
2025-07-16 01:28:45,NND alert test 2,NND alert test 2,"MI2 NND(A) #01 NGMARKING LOT_ID: 959dcda6ae has NG Rate of 9.57% at 2025-07-16 01:28:37. Total defect count is 108. Surface defect count: 36, Dimension defect count: 72. Please Check!!",326f01a5,NND alert test 2,SUCCESS,
2025-07-16 01:28:55,NND alert test 1,NND alert test 1,"MI2 NND(A) #06 FOIL LOT_ID: a437ea00fb has NG Rate of 10.27% at 2025-07-16 01:28:47. Total defect count is 158. Surface defect count: 62, Dimension defect count: 96. Please Check!!",0a15110e,NND alert test 1,SUCCESS,
2025-07-16 01:34:05,NND alert test 3,NND alert test 3,"MI2 NND(A) #05 FOIL LOT_ID: 1c021253cf has NG Rate of 10.25% at 2025-07-16 01:33:57. Total defect count is 86. Surface defect count: 42, Dimension defect count: 44. Please Check!!",7a0e4695,NND alert test 3,SUCCESS,
2025-07-16 01:34:14,test 7,test 7,"MI2 NND(C) #01 NGMARKING LOT_ID: 75cc165f48 has NG Rate of 7.49% at 2025-07-16 01:34:07. Total defect count is 41. Surface defect count: 33, Dimension defect count: 8. Please Check!!",6c8b792e,test 7,SUCCESS,
2025-07-16 01:39:25,test 7,test 7,"MI2 NND(C) #03 INTEGRATION LOT_ID: 9cb31a67cc has NG Rate of 12.61% at 2025-07-16 01:39:17. Total defect count is 102. Surface defect count: 84, Dimension defect count: 18. Please Check!!",772e80d9,test 7,SUCCESS,
2025-07-16 01:44:35,test 6,test 6,"MI2 NND(A) #06 FOIL LOT_ID: a0ec79c146 has NG Rate of 7.91% at 2025-07-16 01:44:27. Total defect count is 101. Surface defect count: 93, Dimension defect count: 8. Please Check!!",ba36af26,test 6,SUCCESS,
2025-07-16 01:49:44,test 5,test 5,"MI2 NND(C) #05 INTEGRATION LOT_ID: aef05493c0 has NG Rate of 16.38% at 2025-07-16 01:49:37. Total defect count is 101. Surface defect count: 96, Dimension defect count: 5. Please Check!!",2708223b,test 5,SUCCESS,
2025-07-16 01:49:54,NND alert test 2,NND alert test 2,"MI2 NND(A) #04 INTEGRATION LOT_ID: cd128cc498 has NG Rate of 1.90% at 2025-07-16 01:49:46. Total defect count is 123. Surface defect count: 76, Dimension defect count: 47. Please Check!!",b1753b04,NND alert test 2,SUCCESS,
2025-07-16 01:50:04,test 5,test 5,"MI2 NND(C) #06 INTEGRATION LOT_ID: 61127fc28d has NG Rate of 2.31% at 2025-07-16 01:49:56. Total defect count is 68. Surface defect count: 64, Dimension defect count: 4. Please Check!!",1fceb68f,test 5,SUCCESS,
2025-07-16 01:50:14,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(C) #05 NGMARKING LOT_ID: 314aa1e5d1 has NG Rate of 6.71% at 2025-07-16 01:50:06. Total defect count is 96. Surface defect count: 34, Dimension defect count: 62. Please Check!!",8b6714e3,김지희 (Jihee Kim),SUCCESS,
